"IOC"-"Created"-"Modified"-"First_seen"-"Last_seen"-"Description"-"IsIoc"-"IsActive"-"Country"-"Tags"-"Industries"-"ASN"-"ASN_owner"-"BIK"-"Operations_count"-"Last_op_date"-"Payment_system"-"Platform"
"91.107.184.145"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc_change_tue"-"false"-"true"-"AS"-"ip"-"culture"-"1"-"owner1"-""-""-""-""-""
"4256:f4fd:fb38:19e0:0698:1954:2da0:01cc"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"ipv6"-"culture"-"1"-"owner1"-""-""-""-""-""
"nikudanepoehal.com"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"domain"-"culture"-"1"-"owner1"-""-""-""-""-""
"13bad3753c53befbb501bca9e3309cda"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"md5"-"culture"-"1"-"owner1"-""-""-""-""-""
"bf1857a62b7198e78d1b2d9bb5921743091de252"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"false"-"RU"-"sha1"-"culture"-"1"-"owner1"-""-""-""-""-""
"77fae0d13fda13c07f4f38f99837763daa46af9e20dfc3b9d96e13dece7ac6a8"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"RU"-"sha256"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-""-""
"sobaka@neovcharka.com"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"e-mail"-"culture"-"1"-"owner1"-""-""-""-""-""
"importantdoc.txt"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"false"-"RU"-"file"-"culture"-"1"-"owner1"-""-""-""-""-""
"http://sobaka.neovcharka/file/kak"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"url"-"culture"-"1"-"owner1"-""-""-""-""-"MacOS"
"sg3plvwcpnl378889.prod.sin3.secureserver.net/~aloyst/*"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"mask"-"culture"-"1"-"owner1"-""-""-""-""-""
"agent03"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"account"-"culture"-"1"-"owner1"-""-""-""-""-""
"4711569932437589"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"bank_card"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-""-""
"4974405833"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"inn10"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-""-""
"318201573917"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"inn12"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-""-""
"42122812445372222279"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"account_number_ru"-"culture"-"1"-"owner1"-"019205411"-"5"-"2024.05.14T22:50:00"-""-""
"QQ11QWERT12345QWERT12345QWERT12345"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"account_number_iban"-"culture"-"1"-"owner1"-"S1B2QQ12ER1"-"5"-"2024.05.14T22:50:00"-""-""
"79159201213"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"false"-"true"-"RU"-"phone_number"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-""-""
"1234b6789019R213"-"2024.05.14T22:10:00"-"2024.05.14T22:20:00"-"2024.05.14T22:30:00"-"2024.05.14T22:40:00"-"is simple ioc"-"true"-"true"-"RU"-"ewallet_number"-"culture"-"1"-"owner1"-""-"5"-"2024.05.14T22:50:00"-"Tele2"-""
